1618232648645,122
1618232648645,120
1618232648645,113
1618232648645,114
1618232648645,110
1618232648645,115
1618232648645,114
1618232648645,117
1618232648645,115
1618232648645,117
1618232648827,116
1618232648827,117
1618232648827,117
1618232648827,110
1618232648827,115
1618232648827,110
1618232648827,113
1618232648827,119
1618232648827,114
1618232648827,112
1618232648851,113
1618232648851,112
1618232648851,114
1618232648851,114
1618232648851,113
1618232648851,110
1618232648851,108
1618232648851,111
1618232648851,117
1618232648851,115
1618232648944,116
1618232648944,120
1618232648944,136
1618232648944,130
1618232648944,141
1618232648944,154
1618232648944,157
1618232648944,159
1618232648944,165
1618232648944,165
1618232649042,164
1618232649042,161
1618232649042,153
1618232649042,151
1618232649042,152
1618232649042,139
1618232649042,139
1618232649042,140
1618232649042,131
1618232649042,135
1618232649140,122
1618232649140,119
1618232649140,115
1618232649140,112
1618232649140,110
1618232649140,115
1618232649140,113
1618232649140,114
1618232649140,116
1618232649140,113
1618232649245,116
1618232649245,118
1618232649245,117
1618232649245,119
1618232649245,118
1618232649245,122
1618232649245,125
1618232649245,122
1618232649245,124
1618232649245,126
1618232649342,132
1618232649342,125
1618232649342,129
1618232649342,121
1618232649342,120
1618232649342,120
1618232649342,123
1618232649342,118
1618232649342,118
1618232649342,120
1618232649440,117
1618232649440,114
1618232649440,114
1618232649440,116
1618232649440,117
1618232649440,124
1618232649440,114
1618232649440,118
1618232649440,120
1618232649440,114
1618232649544,123
1618232649544,117
1618232649544,116
1618232649544,119
1618232649544,123
1618232649544,128
1618232649544,122
1618232649544,128
1618232649544,132
1618232649544,121
1618232649642,122
1618232649642,128
1618232649642,120
1618232649642,129
1618232649642,129
1618232649642,122
1618232649642,130
1618232649642,122
1618232649642,128
1618232649642,120
1618232649740,121
1618232649740,128
1618232649740,122
1618232649740,123
1618232649740,130
1618232649740,129
1618232649740,129
1618232649740,141
1618232649740,154
1618232649740,159
1618232649845,167
1618232649845,176
1618232649845,180
1618232649845,192
1618232649845,187
1618232649845,186
1618232649845,189
1618232649845,190
1618232649845,182
1618232649845,172
1618232649942,167
1618232649942,167
1618232649942,157
1618232649942,153
1618232649942,147
1618232649942,143
1618232649942,138
1618232649942,131
1618232649942,130
1618232649942,131
1618232650040,134
1618232650040,120
1618232650040,121
1618232650040,122
1618232650040,119
1618232650040,120
1618232650040,116
1618232650040,118
1618232650040,120
1618232650040,121
1618232650145,120
1618232650145,128
1618232650145,129
1618232650145,118
1618232650145,120
1618232650145,128
1618232650145,128
1618232650145,114
1618232650145,119
1618232650145,115
1618232650242,114
1618232650242,111
1618232650242,113
1618232650242,113
1618232650242,110
1618232650242,113
1618232650242,108
1618232650242,106
1618232650242,112
1618232650242,108
1618232650339,107
1618232650339,107
1618232650339,108
1618232650339,111
1618232650339,106
1618232650339,107
1618232650339,112
1618232650339,108
1618232650339,115
1618232650339,116
1618232650445,112
1618232650445,112
1618232650445,117
1618232650445,117
1618232650445,118
1618232650445,123
1618232650445,120
1618232650445,122
1618232650445,122
1618232650445,117
1618232650542,130
1618232650542,123
1618232650542,118
1618232650542,128
1618232650542,125
1618232650542,121
1618232650542,122
1618232650542,121
1618232650542,121
1618232650542,129
1618232650639,122
1618232650639,123
1618232650639,128
1618232650639,128
1618232650639,130
1618232650639,125
1618232650639,134
1618232650639,139
1618232650639,148
1618232650639,155
1618232650745,169
1618232650745,180
1618232650745,186
1618232650745,206
1618232650745,215
1618232650745,217
1618232650745,225
1618232650745,223
1618232650745,218
1618232650745,214
1618232650842,199
1618232650842,193
1618232650842,180
1618232650842,164
1618232650842,156
1618232650842,146
1618232650842,132
1618232650842,124
1618232650842,116
1618232650842,107
1618232650939,97
1618232650939,94
1618232650939,89
1618232650939,95
1618232650939,91
1618232650939,94
1618232650939,99
1618232650939,97
1618232650939,103
1618232650939,101
1618232651045,106
1618232651045,112
1618232651045,113
1618232651045,114
1618232651045,114
1618232651045,117
1618232651045,117
1618232651045,120
1618232651045,120
1618232651045,117
1618232651142,119
1618232651142,116
1618232651142,114
1618232651142,115
1618232651142,110
1618232651142,113
1618232651142,112
1618232651142,111
1618232651142,112
1618232651142,111
1618232651239,107
1618232651239,101
1618232651239,102
1618232651239,97
1618232651239,95
1618232651239,91
1618232651239,86
1618232651239,87
1618232651239,79
1618232651239,83
1618232651344,81
1618232651344,78
1618232651344,84
1618232651344,84
1618232651344,90
1618232651344,90
1618232651344,93
1618232651344,97
1618232651344,105
1618232651344,107
1618232651442,105
1618232651442,107
1618232651442,107
1618232651442,111
1618232651442,111
1618232651442,114
1618232651442,112
1618232651442,115
1618232651442,119
1618232651442,115
1618232651540,123
1618232651540,121
1618232651540,128
1618232651540,129
1618232651540,121
